CommitmentID,CommitmentDate,FinancialYear,PurchaseRequisitionReference,PurchaseOrderReference,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,ActivityCode,VoteCode,FundSourceCode,SupplierCategory,CommitmentAmount,AmountInvoiced,AmountPaid,OutstandingCommitment,ExpectedDeliveryDate,CommitmentStatus,DaysOutstanding,ResponsibleRole,RiskRating
CMT-000115,2023-08-24,FY2023/2024,PR-669740,PO-850655,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2410,FS-03,Professional Services,3017000,1645000,779000,2238000,2024-01-21,Partially Paid,1011,Procurement Officer,Critical
CMT-000116,2024-04-09,FY2023/2024,PR-448530,PO-164175,PRG-12,DIR-12,CC-022,RG-02,ACT-027,V-2420,FS-01,Printing and Stationery,616000,322000,203000,413000,2024-07-16,Partially Paid,782,Cost Centre Manager,Critical
CMT-000117,2023-12-19,FY2023/2024,PR-228893,PO-727380,PRG-05,DIR-05,CC-005,RG-01,ACT-011,V-2211,FS-02,Maintenance,1223000,0,0,1223000,2024-02-27,Overdue,894,Project Manager,Critical
CMT-000118,2024-01-16,FY2023/2024,PR-677928,PO-159384,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-4130,FS-02,Training,2693000,2693000,2079000,614000,2024-04-22,Partially Paid,866,Procurement Officer,Critical
CMT-000119,2024-05-20,FY2023/2024,PR-376160,PO-251361,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2220,FS-04,Utilities,863000,706000,689000,174000,2024-10-03,Partially Paid,741,Cost Centre Manager,Critical
CMT-000120,2024-03-30,FY2023/2024,PR-655851,PO-818844,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-5130,FS-04,Construction,2896000,2896000,1019000,1877000,2024-08-13,Partially Paid,792,Project Manager,Critical
CMT-000121,2023-11-07,FY2023/2024,PR-402295,PO-890336,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2212,FS-01,Professional Services,1476000,1476000,1356000,120000,2024-01-30,Partially Paid,936,Cost Centre Manager,Critical
CMT-000122,2023-08-06,FY2023/2024,PR-578429,PO-758989,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2520,FS-02,Professional Services,2979000,0,0,2979000,2023-11-09,Overdue,1029,Project Manager,Critical
CMT-000123,2023-11-06,FY2023/2024,PR-292743,PO-359675,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2220,FS-01,Security Services,2886000,0,0,2886000,2024-04-17,Overdue,937,Cost Centre Manager,Critical
CMT-000124,2023-07-16,FY2023/2024,PR-695712,PO-728262,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-5120,FS-02,Consultancy,1603000,1603000,794000,809000,2023-10-02,Partially Paid,1050,Procurement Officer,Critical
CMT-000125,2023-09-10,FY2023/2024,PR-836130,PO-932499,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-5110,FS-01,Fuel and Lubricants,2361000,1217000,127000,2234000,2023-12-22,Partially Paid,994,Project Manager,Critical
CMT-000126,2024-02-06,FY2023/2024,PR-237100,PO-252719,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2440,FS-02,Travel and Accommodation,2350000,1256000,148000,2202000,2024-03-16,Partially Paid,845,Project Manager,Critical
CMT-000127,2023-12-03,FY2023/2024,PR-395700,PO-884538,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2211,FS-01,Consultancy,2905000,2905000,345000,2560000,2024-01-15,Partially Paid,910,Cost Centre Manager,Critical
CMT-000128,2023-09-07,FY2023/2024,PR-413687,PO-236043,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2120,FS-01,ICT Services,2463000,2463000,337000,2126000,2023-12-15,Partially Paid,997,Procurement Officer,Critical
CMT-000129,2023-10-30,FY2023/2024,PR-795763,PO-477370,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-3110,FS-02,Professional Services,3187000,2435000,1648000,1539000,2024-02-08,Partially Paid,944,Cost Centre Manager,Critical
CMT-000130,2024-04-17,FY2023/2024,PR-221185,PO-594783,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-2440,FS-01,Consultancy,2701000,2701000,2281000,420000,2024-07-28,Partially Paid,774,Project Manager,Critical
CMT-000131,2023-11-21,FY2023/2024,PR-989424,PO-540560,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2240,FS-02,Utilities,1159000,747000,163000,996000,2024-01-14,Partially Paid,922,Cost Centre Manager,Critical
CMT-000132,2023-10-18,FY2023/2024,PR-107726,PO-624604,PRG-07,DIR-07,CC-007,RG-01,ACT-017,V-2360,FS-01,Security Services,1392000,1392000,294000,1098000,2024-02-16,Partially Paid,956,Procurement Officer,Critical
CMT-000133,2023-10-28,FY2023/2024,PR-481441,PO-534580,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2250,FS-01,Travel and Accommodation,438000,279000,184000,254000,2024-03-17,Partially Paid,946,Procurement Officer,Critical
CMT-000134,2023-08-25,FY2023/2024,PR-254314,PO-882327,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-3110,FS-02,Travel and Accommodation,2179000,2179000,1130000,1049000,2024-01-01,Partially Paid,1010,Project Manager,Critical
CMT-000135,2023-07-24,FY2023/2024,PR-255279,PO-401439,PRG-01,DIR-01,CC-001,RG-01,ACT-001,V-2390,FS-01,Travel and Accommodation,2082000,2082000,1746000,336000,2023-09-18,Partially Paid,1042,Cost Centre Manager,Critical
CMT-000136,2024-01-18,FY2023/2024,PR-981633,PO-286383,PRG-11,DIR-11,CC-031,RG-01,ACT-026,V-2310,FS-02,Printing and Stationery,1473000,0,0,1473000,2024-05-22,Overdue,864,Project Manager,Critical
CMT-000137,2024-05-31,FY2023/2024,PR-155153,PO-480548,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2240,FS-01,Maintenance,1128000,0,0,1128000,2024-10-19,Overdue,730,Procurement Officer,Critical
CMT-000138,2023-09-15,FY2023/2024,PR-964168,PO-632492,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-4110,FS-01,Equipment,319000,157000,126000,193000,2023-12-20,Partially Paid,989,Project Manager,Critical
CMT-000139,2024-05-30,FY2023/2024,PR-623026,PO-552433,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-2380,FS-02,Equipment,1066000,844000,609000,457000,2024-07-12,Partially Paid,731,Cost Centre Manager,Critical
CMT-000140,2023-10-06,FY2023/2024,PR-516651,PO-562278,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-2330,FS-01,Consultancy,3198000,3198000,2129000,1069000,2023-12-12,Partially Paid,968,Procurement Officer,Critical
CMT-000141,2024-03-17,FY2023/2024,PR-937742,PO-569382,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-2110,FS-01,Construction,1747000,0,0,1747000,2024-08-02,Overdue,805,Project Manager,Critical
CMT-000142,2024-03-21,FY2023/2024,PR-187902,PO-328303,PRG-09,DIR-09,CC-009,RG-01,ACT-021,V-2450,FS-02,Printing and Stationery,364000,274000,31000,333000,2024-07-25,Partially Paid,801,Project Manager,Critical
CMT-000143,2023-11-11,FY2023/2024,PR-397254,PO-780749,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2540,FS-02,Fuel and Lubricants,2084000,1704000,736000,1348000,2024-04-18,Partially Paid,932,Procurement Officer,Critical
CMT-000144,2024-01-14,FY2023/2024,PR-639755,PO-848131,PRG-06,DIR-06,CC-006,RG-01,ACT-014,V-2420,FS-02,Utilities,3152000,3152000,1109000,2043000,2024-05-20,Partially Paid,868,Procurement Officer,Critical
CMT-000145,2023-10-03,FY2023/2024,PR-196072,PO-972413,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2220,FS-01,Printing and Stationery,3290000,0,0,3290000,2024-03-19,Overdue,971,Procurement Officer,Critical
CMT-000146,2024-03-04,FY2023/2024,PR-479510,PO-395854,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2211,FS-01,Construction,3180000,2603000,418000,2762000,2024-06-07,Partially Paid,818,Project Manager,Critical
CMT-000147,2024-05-16,FY2023/2024,PR-361970,PO-906741,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2330,FS-02,Maintenance,1893000,0,0,1893000,2024-09-24,Overdue,745,Project Manager,Critical
CMT-000148,2023-12-09,FY2023/2024,PR-256584,PO-980694,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2540,FS-04,Fuel and Lubricants,3255000,2196000,1344000,1911000,2024-06-01,Partially Paid,904,Project Manager,Critical
CMT-000149,2024-05-08,FY2023/2024,PR-836481,PO-400979,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-3130,FS-02,Training,1270000,0,0,1270000,2024-07-23,Overdue,753,Project Manager,Critical
CMT-000150,2024-03-16,FY2023/2024,PR-436624,PO-640294,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-3120,FS-04,Equipment,1443000,1443000,508000,935000,2024-05-09,Partially Paid,806,Cost Centre Manager,Critical
CMT-000151,2023-12-21,FY2023/2024,PR-428762,PO-274212,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-3130,FS-01,Fuel and Lubricants,2105000,2105000,1619000,486000,2024-05-22,Partially Paid,892,Procurement Officer,Critical
CMT-000152,2024-02-21,FY2023/2024,PR-700199,PO-141330,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2460,FS-02,Consultancy,1710000,638000,356000,1354000,2024-08-11,Partially Paid,830,Procurement Officer,Critical
CMT-000153,2024-02-28,FY2023/2024,PR-954908,PO-622385,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-4120,FS-01,Professional Services,3403000,3403000,3068000,335000,2024-04-27,Partially Paid,823,Project Manager,Critical
CMT-000154,2023-08-14,FY2023/2024,PR-779286,PO-419680,PRG-02,DIR-02,CC-002,RG-01,ACT-003,V-2410,FS-03,Training,2952000,2952000,2300000,652000,2024-02-05,Partially Paid,1021,Cost Centre Manager,Critical
CMT-000155,2024-01-12,FY2023/2024,PR-659017,PO-401065,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-5110,FS-02,Fuel and Lubricants,1600000,1600000,1317000,283000,2024-03-23,Partially Paid,870,Cost Centre Manager,Critical
CMT-000156,2023-08-12,FY2023/2024,PR-123984,PO-665446,PRG-12,DIR-12,CC-024,RG-05,ACT-028,V-2420,FS-01,Construction,217000,188000,72000,145000,2023-12-07,Partially Paid,1023,Procurement Officer,Critical
CMT-000157,2023-08-11,FY2023/2024,PR-255306,PO-463036,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-5120,FS-04,Professional Services,1312000,0,0,1312000,2023-11-22,Overdue,1024,Procurement Officer,Critical
CMT-000158,2024-04-22,FY2023/2024,PR-651045,PO-318038,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2330,FS-02,ICT Services,2031000,764000,157000,1874000,2024-08-01,Partially Paid,769,Cost Centre Manager,Critical
CMT-000159,2024-05-16,FY2023/2024,PR-537819,PO-952125,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-3140,FS-01,Fuel and Lubricants,1017000,1017000,761000,256000,2024-07-13,Partially Paid,745,Cost Centre Manager,Critical
CMT-000160,2023-12-05,FY2023/2024,PR-397660,PO-898869,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-3110,FS-01,Training,2230000,0,0,2230000,2024-02-28,Overdue,908,Cost Centre Manager,Critical
CMT-000161,2023-10-10,FY2023/2024,PR-632029,PO-281722,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-2240,FS-01,Construction,3402000,2107000,481000,2921000,2023-12-26,Partially Paid,964,Project Manager,Critical
CMT-000162,2024-02-03,FY2023/2024,PR-559060,PO-401441,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2510,FS-01,Training,2898000,937000,49000,2849000,2024-07-17,Partially Paid,848,Project Manager,Critical
CMT-000163,2024-03-08,FY2023/2024,PR-963458,PO-154210,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2340,FS-02,ICT Services,468000,468000,44000,424000,2024-08-03,Partially Paid,814,Cost Centre Manager,Critical
CMT-000164,2023-10-22,FY2023/2024,PR-870433,PO-383022,PRG-13,DIR-13,CC-021,RG-08,ACT-030,V-2460,FS-01,Professional Services,283000,283000,234000,49000,2023-12-26,Partially Paid,952,Procurement Officer,Critical
CMT-000165,2023-11-01,FY2023/2024,PR-156130,PO-797499,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2340,FS-01,Professional Services,1484000,1484000,1003000,481000,2024-04-01,Partially Paid,942,Project Manager,Critical
CMT-000166,2023-07-01,FY2023/2024,PR-882187,PO-194605,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-4130,FS-01,Fuel and Lubricants,314000,205000,102000,212000,2023-11-24,Partially Paid,1065,Procurement Officer,Critical
CMT-000167,2024-01-23,FY2023/2024,PR-226655,PO-682038,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2220,FS-01,Professional Services,784000,331000,259000,525000,2024-02-22,Partially Paid,859,Cost Centre Manager,Critical
CMT-000168,2023-09-05,FY2023/2024,PR-727571,PO-216821,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-4130,FS-03,Consultancy,2105000,0,0,2105000,2023-11-06,Overdue,999,Procurement Officer,Critical
CMT-000169,2024-05-30,FY2023/2024,PR-281816,PO-769693,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2390,FS-01,Printing and Stationery,216000,216000,83000,133000,2024-09-13,Partially Paid,731,Procurement Officer,Critical
CMT-000170,2024-01-31,FY2023/2024,PR-558933,PO-804268,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2520,FS-01,Travel and Accommodation,2245000,1854000,1376000,869000,2024-03-13,Partially Paid,851,Procurement Officer,Critical
CMT-000171,2024-02-01,FY2023/2024,PR-645541,PO-392943,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-5110,FS-01,Professional Services,1151000,0,0,1151000,2024-05-10,Overdue,850,Cost Centre Manager,Critical
CMT-000172,2023-12-01,FY2023/2024,PR-918629,PO-185228,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2240,FS-01,Consultancy,2129000,790000,729000,1400000,2024-01-28,Partially Paid,912,Project Manager,Critical
CMT-000173,2024-01-07,FY2023/2024,PR-150107,PO-972139,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2230,FS-04,Consultancy,2802000,1453000,1216000,1586000,2024-06-12,Partially Paid,875,Procurement Officer,Critical
CMT-000174,2024-02-28,FY2023/2024,PR-504334,PO-546716,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-4120,FS-01,Consultancy,649000,649000,64000,585000,2024-06-24,Partially Paid,823,Project Manager,Critical
CMT-000175,2024-02-04,FY2023/2024,PR-601379,PO-746962,PRG-12,DIR-12,CC-026,RG-04,ACT-028,V-2210,FS-01,Travel and Accommodation,945000,945000,894000,51000,2024-05-24,Partially Paid,847,Procurement Officer,Critical
CMT-000176,2023-12-04,FY2023/2024,PR-129495,PO-851267,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-2220,FS-01,ICT Services,719000,0,0,719000,2024-04-17,Overdue,909,Procurement Officer,Critical
CMT-000177,2023-12-15,FY2023/2024,PR-894677,PO-622253,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-2410,FS-02,Professional Services,943000,943000,759000,184000,2024-02-07,Partially Paid,898,Procurement Officer,Critical
CMT-000178,2024-04-17,FY2023/2024,PR-336483,PO-875607,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-5110,FS-04,Travel and Accommodation,1013000,1013000,683000,330000,2024-10-08,Partially Paid,774,Cost Centre Manager,Critical
CMT-000179,2024-02-05,FY2023/2024,PR-901843,PO-931929,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2510,FS-01,Construction,2866000,1421000,1308000,1558000,2024-05-01,Partially Paid,846,Cost Centre Manager,Critical
CMT-000180,2023-08-02,FY2023/2024,PR-838502,PO-264911,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-4120,FS-01,Security Services,2152000,2152000,215000,0,2024-01-14,Cancelled,1033,Project Manager,Critical
CMT-000181,2024-05-30,FY2023/2024,PR-195085,PO-922169,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2211,FS-02,Utilities,1813000,1813000,1655000,158000,2024-11-20,Partially Paid,731,Project Manager,Critical
CMT-000182,2023-10-31,FY2023/2024,PR-310994,PO-722529,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2360,FS-03,Security Services,761000,600000,583000,178000,2024-02-20,Partially Paid,943,Procurement Officer,Critical
CMT-000183,2023-09-04,FY2023/2024,PR-588323,PO-368271,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2230,FS-02,Utilities,770000,547000,30000,740000,2023-12-13,Partially Paid,1000,Procurement Officer,Critical
CMT-000184,2024-03-02,FY2023/2024,PR-993204,PO-861575,PRG-12,DIR-12,CC-024,RG-05,ACT-028,V-2340,FS-01,Consultancy,3341000,1012000,914000,2427000,2024-06-13,Partially Paid,820,Cost Centre Manager,Critical
CMT-000185,2024-03-19,FY2023/2024,PR-677224,PO-502010,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-2520,FS-01,Professional Services,1849000,1083000,1019000,830000,2024-09-11,Partially Paid,803,Cost Centre Manager,Critical
CMT-000186,2024-03-13,FY2023/2024,PR-184784,PO-834694,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-5130,FS-03,Utilities,605000,190000,157000,448000,2024-04-19,Partially Paid,809,Project Manager,Critical
CMT-000187,2023-10-24,FY2023/2024,PR-310989,PO-255007,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2530,FS-01,Equipment,218000,67000,56000,162000,2023-12-06,Partially Paid,950,Cost Centre Manager,Critical
CMT-000188,2023-08-12,FY2023/2024,PR-881374,PO-681244,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2330,FS-02,ICT Services,2198000,0,0,2198000,2024-01-07,Overdue,1023,Procurement Officer,Critical
CMT-000189,2024-01-17,FY2023/2024,PR-356258,PO-383135,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2510,FS-01,ICT Services,315000,195000,41000,274000,2024-06-09,Partially Paid,865,Procurement Officer,Critical
CMT-000190,2024-01-21,FY2023/2024,PR-160835,PO-595010,PRG-02,DIR-02,CC-002,RG-01,ACT-004,V-2360,FS-01,Security Services,2224000,1592000,279000,1945000,2024-04-11,Partially Paid,861,Project Manager,Critical
CMT-000191,2024-04-04,FY2023/2024,PR-304847,PO-112744,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2340,FS-01,Professional Services,836000,836000,327000,509000,2024-08-14,Partially Paid,787,Cost Centre Manager,Critical
CMT-000192,2023-11-21,FY2023/2024,PR-902442,PO-736384,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2120,FS-01,Maintenance,552000,417000,189000,363000,2024-04-05,Partially Paid,922,Cost Centre Manager,Critical
CMT-000193,2024-04-19,FY2023/2024,PR-722314,PO-656991,PRG-11,DIR-11,CC-029,RG-02,ACT-026,V-2310,FS-01,Training,2689000,0,0,2689000,2024-07-28,Overdue,772,Cost Centre Manager,Critical
CMT-000194,2023-12-27,FY2023/2024,PR-218903,PO-436224,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-2540,FS-02,Construction,2047000,2047000,1932000,115000,2024-02-10,Partially Paid,886,Cost Centre Manager,Critical
CMT-000195,2024-02-03,FY2023/2024,PR-456262,PO-666029,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2340,FS-04,Fuel and Lubricants,2098000,2098000,862000,0,2024-06-15,Cancelled,848,Project Manager,Critical
CMT-000196,2024-04-26,FY2023/2024,PR-258055,PO-538659,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2520,FS-04,Training,123000,80000,75000,48000,2024-06-10,Partially Paid,765,Project Manager,Critical
CMT-000197,2024-04-25,FY2023/2024,PR-995978,PO-975587,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-2212,FS-01,Maintenance,2861000,1202000,1079000,1782000,2024-07-17,Partially Paid,766,Procurement Officer,Critical
CMT-000198,2023-08-28,FY2023/2024,PR-453732,PO-911591,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2110,FS-01,Fuel and Lubricants,528000,528000,415000,113000,2024-01-14,Partially Paid,1007,Procurement Officer,Critical
CMT-000199,2023-07-27,FY2023/2024,PR-712412,PO-270518,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-4130,FS-02,ICT Services,3307000,0,0,3307000,2023-12-07,Overdue,1039,Project Manager,Critical
CMT-000200,2024-04-09,FY2023/2024,PR-481702,PO-624329,PRG-11,DIR-11,CC-011,RG-01,ACT-026,V-2390,FS-01,ICT Services,2434000,2434000,1389000,1045000,2024-07-13,Partially Paid,782,Cost Centre Manager,Critical
CMT-000201,2023-12-02,FY2023/2024,PR-882726,PO-668469,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-2240,FS-03,ICT Services,3337000,0,0,3337000,2024-04-16,Overdue,911,Project Manager,Critical
CMT-000202,2023-07-19,FY2023/2024,PR-227848,PO-912687,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2380,FS-02,Consultancy,449000,0,0,449000,2023-10-24,Overdue,1047,Project Manager,Critical
CMT-000203,2023-07-05,FY2023/2024,PR-958236,PO-663613,PRG-01,DIR-01,CC-001,RG-01,ACT-039,V-4130,FS-02,Professional Services,1434000,1434000,1302000,132000,2023-12-25,Partially Paid,1061,Cost Centre Manager,Critical
CMT-000204,2024-02-29,FY2023/2024,PR-624390,PO-109725,PRG-12,DIR-12,CC-022,RG-02,ACT-028,V-2410,FS-02,Construction,1795000,1795000,441000,1354000,2024-07-22,Partially Paid,822,Procurement Officer,Critical
CMT-000205,2024-05-12,FY2023/2024,PR-637450,PO-254150,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2360,FS-04,Consultancy,2696000,2696000,2051000,645000,2024-09-21,Partially Paid,749,Cost Centre Manager,Critical
CMT-000206,2024-03-17,FY2023/2024,PR-550511,PO-590323,PRG-12,DIR-12,CC-023,RG-01,ACT-027,V-5120,FS-02,Maintenance,541000,541000,227000,314000,2024-08-10,Partially Paid,805,Project Manager,Critical
CMT-000207,2024-05-31,FY2023/2024,PR-783367,PO-168570,PRG-02,DIR-02,CC-002,RG-01,ACT-005,V-2240,FS-04,Fuel and Lubricants,1273000,0,0,1273000,2024-08-01,Overdue,730,Project Manager,Critical
CMT-000208,2024-01-22,FY2023/2024,PR-463490,PO-810561,PRG-12,DIR-12,CC-026,RG-04,ACT-027,V-5110,FS-02,Utilities,1248000,910000,9000,1239000,2024-05-10,Partially Paid,860,Procurement Officer,Critical
CMT-000209,2024-05-22,FY2023/2024,PR-126622,PO-258293,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-2110,FS-01,Professional Services,2399000,2399000,927000,1472000,2024-08-18,Partially Paid,739,Project Manager,Critical
CMT-000210,2023-07-24,FY2023/2024,PR-256461,PO-406723,PRG-12,DIR-12,CC-027,RG-03,ACT-040,V-2310,FS-02,Maintenance,1792000,0,0,1792000,2023-12-09,Overdue,1042,Procurement Officer,Critical
CMT-000211,2023-10-02,FY2023/2024,PR-480014,PO-944943,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2540,FS-04,Utilities,3279000,2046000,1023000,2256000,2023-11-18,Partially Paid,972,Project Manager,Critical
CMT-000212,2023-08-18,FY2023/2024,PR-559978,PO-554214,PRG-12,DIR-12,CC-027,RG-03,ACT-027,V-2440,FS-01,Maintenance,598000,321000,135000,0,2023-10-02,Cancelled,1017,Cost Centre Manager,Critical
CMT-000213,2023-10-09,FY2023/2024,PR-723398,PO-496783,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2210,FS-01,Consultancy,1036000,719000,524000,512000,2024-03-05,Partially Paid,965,Project Manager,Critical
CMT-000214,2024-03-01,FY2023/2024,PR-982682,PO-247350,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2330,FS-01,Maintenance,1386000,0,0,1386000,2024-04-25,Overdue,821,Project Manager,Critical
CMT-000215,2023-07-31,FY2023/2024,PR-686953,PO-727065,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2430,FS-02,Utilities,2458000,0,0,2458000,2024-01-22,Overdue,1035,Project Manager,Critical
CMT-000216,2023-07-03,FY2023/2024,PR-230747,PO-392952,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-2230,FS-02,Fuel and Lubricants,1097000,1097000,144000,953000,2023-11-24,Partially Paid,1063,Procurement Officer,Critical
CMT-000217,2024-04-02,FY2023/2024,PR-118681,PO-246089,PRG-03,DIR-03,CC-003,RG-01,ACT-007,V-2430,FS-02,Construction,2736000,990000,501000,2235000,2024-06-29,Partially Paid,789,Procurement Officer,Critical
CMT-000218,2024-03-01,FY2023/2024,PR-883959,PO-950424,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2250,FS-01,Printing and Stationery,533000,361000,326000,207000,2024-06-25,Partially Paid,821,Cost Centre Manager,Critical
CMT-000219,2024-01-05,FY2023/2024,PR-697091,PO-956660,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-2520,FS-04,Training,2486000,0,0,2486000,2024-06-05,Overdue,877,Procurement Officer,Critical
CMT-000220,2024-04-06,FY2023/2024,PR-835916,PO-193929,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-3110,FS-02,Security Services,2077000,993000,197000,1880000,2024-09-24,Partially Paid,785,Cost Centre Manager,Critical
CMT-000221,2023-09-24,FY2023/2024,PR-487478,PO-759237,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-5110,FS-02,Professional Services,2958000,0,0,2958000,2024-02-11,Overdue,980,Cost Centre Manager,Critical
CMT-000222,2023-12-06,FY2023/2024,PR-792441,PO-307927,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-2460,FS-02,Construction,2274000,914000,700000,1574000,2024-01-25,Partially Paid,907,Cost Centre Manager,Critical
CMT-000223,2024-05-28,FY2023/2024,PR-149699,PO-384798,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-2110,FS-01,Training,1583000,1068000,298000,1285000,2024-07-25,Partially Paid,733,Cost Centre Manager,Critical
